QUARTER,EMPLOYER_NAME,EMP_NORM,SOC7,SOC_TITLE,JOB_TITLE,WORKSITE_CITY,WORKSITE_STATE,WAGE_ANNUAL,VISA_CLASS
FY2025Q3,Diamond Beauty LLC,DIAMOND BEAUTY,27-1024,Graphic Designers,Graphic Designer,Birmingham,AL,45000.0,H-1B
FY2025Q3,DESIGN ARMY LLC,DESIGN ARMY,27-1024,Graphic Designers,Graphic Designer,Baltimore,MD,50000.0,H-1B
FY2025Q3,Glade Tool Inc,GLADE TOOL,15-1255,Video Game Designers,Game Designer,Brooklyn,NY,78000.0,H-1B
FY2025Q3,Global Dental Shop LLC,GLOBAL DENTAL SHOP,15-1255,Web and Digital Interface Designers,Digital Product UI/UX Designer,Washington,DC,65000.0,H-1B
FY2025Q3,Buildblock Tech Inc.,BUILDBLOCK TECH,15-1255,Web and Digital Interface Designers,Product Designer,Long Island City,NY,75000.0,H-1B
FY2025Q3,"LITTLE KIDS, INC.",LITTLE KIDS,27-1021,Commercial and Industrial Designers,PRODUCT DESIGNER,SEEKONK,MA,56597.0,H-1B
FY2025Q3,Liu Shiming Art Foundation,LIU SHIMING ART FOUNDATION,27-1024,Graphic Designers,Digital Graphic Designer,New York,NY,60000.0,H-1B
FY2025Q3,"CS CABINET, LLC",CS CABINET,27-1021,Commercial and Industrial Designers,Product Designer,CHICAGO,IL,51542.0,H-1B
FY2025Q3,"1661, Inc.",1661,27-1024,Graphic Designers,Associate Visual Designer,Los Angeles,CA,69600.0,H-1B
FY2025Q3,Total HOA Solutions,TOTAL HOA SOLUTIONS,27-1024,Graphic Designers,Marketing Design Specialist,Austin,TX,43680.0,H-1B
FY2025Q3,"PIPING TECHNOLOGY & PRODUCTS, INC",PIPING TECHNOLOGY & PRODUCTS,27-1021,Commercial and Industrial Designers,INDUSTRIAL DESIGNER,HOUSTON,TX,54496.0,H-1B
FY2025Q3,"KISS NAIL PRODUCTS, INC.",KISS NAIL PRODUCTS,27-1021,Commercial and Industrial Designers,Industrial Designer,Port Washington,NY,69659.2,H-1B
FY2025Q3,"Fuyao Glass Illinois, Inc.",FUYAO GLASS ILLINOIS,27-1024,Graphic Designers,Digitial Design & Analytics Specialist,Decatur,IL,56227.86,H-1B
FY2025Q3,LOOK EYE CARE LLC,LOOK EYE CARE,27-1024,Graphic Designers,Graphic Designer,Pittsburgh,PA,38000.0,H-1B
FY2025Q3,Beacon Hill Solutions Group LLC,BEACON HILL SOLUTIONS GROUP,15-1255,Web and Digital Interface Designers,UX Designer,New York,NY,74880.0,H-1B
FY2025Q3,Windwalk Games Corp,WINDWALK GAMES,15-1255,Video Game Designers,Lead UX Designer,Austin,TX,91894.0,H-1B
FY2025Q3,"Buildertrend Solutions, Inc.",BUILDERTREND SOLUTIONS,27-1021,Commercial and Industrial Designers,Product Designer,Richmond,VA,59696.0,H-1B
FY2025Q3,Deco Corp,DECO,27-1021,Commercial and Industrial Designers,Product Designer,San Francisco,CA,72800.0,H-1B
FY2025Q3,ZITRO SERVICE LLC,ZITRO SERVICE,15-1255,Web and Digital Interface Designers,Web & Digital Interface Designer,Silver Spring,MD,63000.0,H-1B
FY2025Q3,Deloitte Consulting LLP,DELOITTE CONSULTING,15-1255,Web and Digital Interface Designers,Studio Staff,Mill Creek,WA,135700.0,H-1B
FY2025Q3,"Hauslane, Inc.",HAUSLANE,27-1021,Commercial and Industrial Designers,Industrial Designer,Brea,CA,70000.0,H-1B
FY2025Q3,Deloitte Consulting LLP,DELOITTE CONSULTING,15-1255,Web and Digital Interface Designers,Studio Staff,Seattle,WA,75899.0,H-1B
FY2025Q3,Bosco Tools Inc.,BOSCO TOOLS,15-1255,Web and Digital Interface Designers,Web Designer,New York,NY,73382.40000000001,H-1B
FY2025Q3,Starward Game Studios LLC,STARWARD GAME STUDIOS,15-1255,Video Game Designers,Game Designer,Montclair,CA,62400.0,H-1B
FY2025Q3,LuxView LLC,LUXVIEW,27-1021,Commercial and Industrial Designers,Technical Specialist,Antioch,TN,70000.0,H-1B
FY2025Q3,Vizco Agency Inc,VIZCO AGENCY,27-1024,Graphic Designers,Graphic Designer,Los Angeles,CA,48000.0,H-1B
FY2025Q3,"QuinStreet, Inc.",QUINSTREET,15-1255,Web and Digital Interface Designers,Web Designer,Foster City,CA,93296.4,H-1B
FY2025Q3,America Beauty Forms Inc.,AMERICA BEAUTY FORMS,15-1255,Web and Digital Interface Designers,Web UX Designer,Hoboken,NJ,73382.40000000001,H-1B
FY2025Q3,Rhombuz LLC,RHOMBUZ,15-1255,Web and Digital Interface Designers,UX Designer,Bellevue,WA,100000.0,H-1B
FY2025Q3,Vibrant Wellness LLC,VIBRANT WELLNESS,27-1021,Commercial and Industrial Designers,Product Designer,San Jose,CA,83699.0,H-1B
FY2025Q3,"The Crossing, A Christian Church",CROSSING A CHRISTIAN CHURCH,27-1024,Graphic Designers,Graphic Designer,Las Vegas,NV,50000.0,H-1B
FY2025Q3,JIUZHENG ERGONOMICS US INC,JIUZHENG ERGONOMICS US,27-1024,Graphic Designers,Graphic Designer,Pasadena,CA,47840.0,H-1B
FY2025Q3,"Crocs, Inc.",CROCS,27-1021,Commercial and Industrial Designers,Associate Product Developer - Sandals,Broomfield,CO,70000.0,H-1B
FY2025Q3,Blizzard Realty LLC,BLIZZARD REALTY,15-1255,Web and Digital Interface Designers,UI/UX Designer,Redmond,WA,75899.0,H-1B
FY2025Q3,Afar Media LLC,AFAR MEDIA,27-1024,Graphic Designers,Senior Designer ,Fairfax,CA,75000.0,H-1B1 Singapore
FY2025Q3,"Sage Intacct, Inc.",SAGE INTACCT,15-1255,Web and Digital Interface Designers,Graduate UX Designer,Atlanta,GA,72050.0,H-1B
FY2025Q3,Limitless Trading Co. LLC,LIMITLESS TRADING,27-1024,Graphic Designers,Executive Designer,Beverly Hills,CA,48000.0,H-1B
FY2025Q3,"CMYK WHITE, INC.",CMYK WHITE,27-1024,Graphic Designers,GRAPHIC DESIGNER,NEW YORK,NY,51542.0,H-1B
FY2025Q3,"TruU, Inc.",TRUU,15-1255,Web and Digital Interface Designers,UX Engineer,Santa Clara,CA,115000.0,H-1B
FY2025Q3,"Sand Creek Post & Beam, Inc.",SAND CREEK POST & BEAM,27-1021,Commercial and Industrial Designers,Design & Digital Fabrication,Boerne,TX,52000.0,H-1B
FY2025Q3,Glade Tool Inc,GLADE TOOL,15-1255,Video Game Designers,Game Designer,Brooklyn,NY,78000.0,H-1B
FY2025Q3,Windborne Systems Inc.,WINDBORNE SYSTEMS,15-1255,Web and Digital Interface Designers,Product Designer,Palo Alto,CA,114462.0,H-1B
FY2025Q3,Sigma Games LLC,SIGMA GAMES,15-1255,Video Game Designers,Junior Artist,Pittsburgh,PA,55000.4,H-1B
FY2025Q3,"Industry Creative, LLC",INDUSTRY CREATIVE,27-1024,Graphic Designers,Designer,Portland,OR,58240.0,H-1B
FY2025Q3,"Pixeland Technologies, Inc.",PIXELAND TECHNOLOGIES,15-1255,Web and Digital Interface Designers,Product Designer,San Francisco,CA,125000.0,H-1B
FY2025Q3,"Allied Solutions, LLC",ALLIED SOLUTIONS,15-1255,Web and Digital Interface Designers,UX Researcher,Carmel,IN,80000.0,H-1B
FY2025Q3,Cloudberg Tec Limited Company,CLOUDBERG TEC,15-1255,Web and Digital Interface Designers,Full Stack Engineer,Salt Lake City,UT,62901.0,H-1B
FY2025Q3,Prowork Pacific Inc.,PROWORK PACIFIC,15-1255,Web and Digital Interface Designers,Web Designer,Honolulu,HI,54000.0,H-1B
FY2025Q3,"Cuddle Barn, Inc.",CUDDLE BARN,27-1021,Commercial and Industrial Designers,Product Development Coordinator,Los Angeles,CA,54891.0,H-1B1 Singapore
FY2025Q3,"One53studio, Inc",ONE53STUDIO,27-1024,Graphic Designers,Graphic Designer,Los angeles,CA,58240.0,H-1B
FY2025Q3,"Komprise, Inc.",KOMPRISE,15-1255,Web and Digital Interface Designers,UX Designer,San Bruno,CA,91894.0,H-1B
FY2025Q3,"Pentagram Design, Inc.",PENTAGRAM DESIGN,27-1024,Graphic Designers,Designer,New York,NY,72000.0,E-3 Australian
FY2025Q3,Microsoft Corporation,MICROSOFT,27-1021,Commercial and Industrial Designers,Product Design,Redmond,WA,132000.0,H-1B
FY2025Q3,LAFLARE NY INC,LAFLARE NY,27-1024,Graphic Designers,GRAPHIC DESIGNER,PALISADES PARK,NJ,52000.0,H-1B
FY2025Q3,"Beam Finance, Inc.",BEAM FINANCE,15-1255,Web and Digital Interface Designers,Product Designer,San Francisco,CA,140000.0,H-1B
FY2025Q3,Naeun LLC,NAEUN,27-1024,Graphic Designers,Graphic Designer,New York,NY,76650.0,H-1B
FY2025Q3,LAFLARE NY INC,LAFLARE NY,27-1024,Graphic Designers,GRAPHIC DESIGNER,PALISADES PARK,NJ,52000.0,H-1B
FY2025Q3,CAC Auto Group LLC,CAC AUTO GROUP,15-1255,Web and Digital Interface Designers,UX Designer,San Jose,CA,114462.40000000001,H-1B
FY2025Q3,Naeun LLC,NAEUN,27-1024,Graphic Designers,Graphic Designer,New York,NY,76650.0,H-1B
FY2025Q3,Absolute Hot New York Corp,ABSOLUTE HOT NEW YORK,27-1024,Graphic Designers,Graphic Designer,Melville,NY,61880.0,H-1B
FY2025Q3,"Ideology, LLC",IDEOLOGY,27-1021,Commercial and Industrial Designers,Industrial Designer,Seattle,WA,81411.0,H-1B
FY2025Q3,GLASS GROUP LLC,GLASS GROUP,27-1021,Commercial and Industrial Designers,Commercial & Industrial Designer,Secaucus,NJ,56826.0,H-1B
FY2025Q3,"LX Hausys America, Inc.",LX HAUSYS AMERICA,27-1024,Graphic Designers,Graphic Designer,Alpharetta,GA,49920.0,H-1B
FY2025Q3,"Resurgent Capital Services, L.P.",RESURGENT CAPITAL SERVICES L P,15-1255,Web and Digital Interface Designers,"Analyst I, Digital Integration",Greenville,SC,65880.58,H-1B
FY2025Q3,"CHC FASHION GROUP, LLC",CHC FASHION GROUP,27-1024,Graphic Designers,Graphic Designer,New York,NY,51542.4,H-1B
FY2025Q3,Sky to Moon Inc,SKY TO MOON,27-1024,Graphic Designers,Graphic Designer,Los Angeles,CA,46509.0,H-1B
FY2025Q3,GORI COMPANY LLC,GORI,27-1024,Graphic Designers,GRAPHIC DESIGNER,FULLERTON,CA,62400.0,H-1B
FY2025Q3,Freechat Inc.,FREECHAT,15-1255,Web and Digital Interface Designers,Product Designer,Irvine,CA,72000.0,H-1B
FY2025Q3,"IXL Learning, Inc. ",IXL LEARNING,15-1255,Web and Digital Interface Designers,Associate Digital Designer,San Mateo,CA,92000.0,H-1B
FY2025Q3,Microsoft Corporation,MICROSOFT,27-1021,Commercial and Industrial Designers,Product Design,Redmond,WA,138840.0,H-1B
FY2025Q3,"Tennessee Valley Press, Inc",TENNESSEE VALLEY PRESS,27-1024,Graphic Designers,Graphic Designer,Decatur,AL,33280.0,H-1B
FY2025Q3,Foodfx Inc.,FOODFX,15-1255,Web and Digital Interface Designers,UX Product Manager,San Jose,CA,114462.0,H-1B
FY2025Q3,"GIIR AMERICA, INC.",GIIR AMERICA,27-1024,Graphic Designers,GRAPHIC DESIGNER,ENGLEWOOD CLIFFS,NJ,51542.4,H-1B
FY2025Q3,"NO.1 Beauty & Cosmetic, Inc.",NO 1 BEAUTY & COSMETIC,27-1024,Graphic Designers,Graphic Designer,Los Angeles,CA,46509.0,H-1B
FY2025Q3,WESTGATE MFG INC.,WESTGATE MFG,27-1021,Commercial and Industrial Designers,Mechanical Designer,Vernon,CA,63440.0,H-1B
FY2025Q3,RMLL CORP.,RMLL,27-1024,Graphic Designers,Graphic Designer in Apparel,New York,NY,51542.4,H-1B
FY2025Q3,"PIPING TECHNOLOGY & PRODUCTS, INC",PIPING TECHNOLOGY & PRODUCTS,27-1021,Commercial and Industrial Designers,INDUSTRIAL DESIGNER,HOUSTON,TX,66560.0,H-1B
FY2025Q3,"IVY Enterprises, Inc.",IVY ENTERPRISES,27-1021,Commercial and Industrial Designers,Industrial Designer,Port Washington,NY,56825.6,H-1B
FY2025Q3,"Fidelity Technology Group, LLC d/b/a Fidelity Investments",FIDELITY TECHNOLOGY GROUP LLC D/B/A FIDELITY INVESTMENTS,15-1255,Web and Digital Interface Designers,User Experience Designer,Durham,NC,69950.0,H-1B
FY2025Q3,TikTok Inc.,TIKTOK,15-1255,Web and Digital Interface Designers,"Product Designer, Content",San Jose,CA,126400.0,H-1B
FY2025Q3,"PIPING TECHNOLOGY & PRODUCTS, INC",PIPING TECHNOLOGY & PRODUCTS,27-1021,Commercial and Industrial Designers,INDUSTRIAL DESIGNER,HOUSTON,TX,58240.0,H-1B
FY2025Q3,Thomas Jefferson University,THOMAS JEFFERSON UNIVERSITY,15-1255,Web and Digital Interface Designers,Senior Digital Interface Designer,Philadelphia,PA,92700.0,H-1B
FY2025Q3,TikTok Inc.,TIKTOK,15-1255,Web and Digital Interface Designers,"Product Designer, TikTok Social, Creation, Account",San Jose,CA,150000.0,H-1B
FY2025Q3,SYNCHRONICITY LABS INC,SYNCHRONICITY LABS,15-1255,Web and Digital Interface Designers,Creative Designer,San Francisco,CA,104000.0,H-1B
FY2025Q3,"PIPING TECHNOLOGY & PRODUCTS, INC",PIPING TECHNOLOGY & PRODUCTS,27-1021,Commercial and Industrial Designers,INDUSTRIAL DESIGNER,HOUSTON,TX,64480.0,H-1B
FY2025Q3,"ArenaNet, LLC",ARENANET,15-1255,Video Game Designers,Game Designer,Bellevue,WA,88768.42,H-1B
FY2025Q3,"RDC-S111, Inc.",RDC-S111,27-1021,Commercial and Industrial Designers,Designer,Long Beach,CA,54891.0,H-1B
FY2025Q3,CENTER FOR INDEPENDENT THOUGHT,CENTER FOR INDEPENDENT THOUGHT,27-1024,Graphic Designers,GRAPHIC DESIGNER,BALA CYNWYD,PA,86000.0,H-1B
FY2025Q3,Focusee Ltd,FOCUSEE,27-1024,Graphic Designers,Graphic Designer,Culver City,CA,46508.799999999996,H-1B
FY2025Q3,"RDC-S111, Inc.",RDC-S111,27-1021,Commercial and Industrial Designers,Designer,Long Beach,CA,60010.0,H-1B
FY2025Q3,Finfare Financial Inc,FINFARE FINANCIAL,15-1255,Web and Digital Interface Designers,UX UI Designer,Irvine,CA,85000.0,H-1B
FY2025Q3,Afar Media LLC,AFAR MEDIA,27-1024,Graphic Designers,Senior Designer ,North Hollywood,CA,75000.0,H-1B
FY2025Q3,SUMMIT BEND US CORPORATION,SUMMIT BEND US,15-1255,Web and Digital Interface Designers,Web and Digital interface Designer,Akron,OH,55000.0,H-1B
FY2025Q3,AGS LLC,AGS,15-1255,Video Game Designers,Sound Designer I,Atlanta,GA,65000.0,H-1B
FY2025Q3,GOLDMAN SACHS BANK USA,GOLDMAN SACHS BANK USA,27-1024,Graphic Designers,"Analyst, Product Management",New York,NY,93600.0,H-1B
FY2025Q3,Geary Print Shop Inc.,GEARY PRINT SHOP,27-1024,Graphic Designers,Designer,San Francisco,CA,56077.0,H-1B
FY2025Q3,Katy Skelton GA LLC,KATY SKELTON GA,27-1021,Commercial and Industrial Designers,Product Design Manager,Savannah,GA,45157.0,H-1B
FY2025Q3,GOGI1 INC,GOGI1,27-1024,Graphic Designers,Graphic Designer,315 5TH AVE,NY,51542.0,H-1B
FY2025Q3,Infoblox Inc.,INFOBLOX,15-1255,Web and Digital Interface Designers,UX Designer II,Santa Clara,CA,115000.0,H-1B
FY2025Q3,RMLL CORP.,RMLL,27-1024,Graphic Designers,Graphic Designer in Apparel,New York,NY,51542.4,H-1B
FY2025Q3,"Meta Platforms, Inc",META PLATFORMS,15-1255,Web and Digital Interface Designers,Product Designer,New York,NY,132991.0,H-1B
FY2025Q3,"FocusKPI, Inc.",FOCUSKPI,15-1255,Web and Digital Interface Designers,Product Design Strategist,Huntington Station,NY,75000.0,H-1B
FY2025Q3,PRICETRACE LLC,PRICETRACE,27-1024,Graphic Designers,Graphic Designer,Richardson,TX,39333.0,H-1B
FY2025Q3,Evidence in Motion LLC,EVIDENCE IN MOTION,15-1255,Web and Digital Interface Designers,Web Developer and Designer,San Antonio,TX,50000.0,H-1B
FY2025Q3,Amazon.com Services LLC,AMAZON COM SERVICES,27-1024,Graphic Designers,UX Designer I,Seattle,WA,111000.0,H-1B
FY2025Q3,Lenme Inc,LENME,27-1024,Graphic Designers,Graphic Designer,Oakland,CA,65000.0,H-1B
FY2025Q3,Nextcar Motor LLC,NEXTCAR MOTOR,27-1024,Graphic Designers,Designer,Rosemead,CA,47000.0,H-1B
FY2025Q3,"TabaPay, Inc.",TABAPAY,15-1255,Web and Digital Interface Designers,DevOps Engineer,Palo Alto,CA,114462.0,H-1B
FY2025Q3,Amazon.com Services LLC,AMAZON COM SERVICES,15-1255,Web and Digital Interface Designers,UX Researcher I,New York,NY,110300.0,H-1B
FY2025Q3,Open Avenues Foundation,OPEN AVENUES FOUNDATION,27-1024,Graphic Designers,Graphic Design Fellow,Fort Mill,SC,37772.8,H-1B
FY2025Q3,"Digital Arc Systems, Corp.",DIGITAL ARC SYSTEMS,15-1255,Video Game Designers,Video Game Special Effects Animator,Pittsburgh,PA,52000.0,H-1B
FY2025Q3,GoJo Labs Inc.,GOJO LABS,15-1255,Web and Digital Interface Designers,UI/UX Engineer,New York,NY,75000.0,H-1B
FY2025Q3,RICHARD ATTIAS AND ASSOCIATES LLC,RICHARD ATTIAS AND ASSOCIATES,27-1024,Graphic Designers,GRAPHIC DESIGNER,NEW YORK,NY,65000.0,H-1B
FY2025Q3,"RPI Industries, Inc.",RPI INDUSTRIES,27-1021,Commercial and Industrial Designers,CAD Engineer,Medford,NJ,54000.0,H-1B
FY2025Q3,"AMOREPACIFIC US, INC.",AMOREPACIFIC US,27-1024,Graphic Designers,GRAPHIC DESIGNER,NEW YORK,NY,99999.9,H-1B
FY2025Q3,Indicum LLC,INDICUM,27-1021,Commercial and Industrial Designers,Manufacturing Engineer,Hillsboro,OR,65395.0,H-1B
FY2025Q3,"Komprise, Inc.",KOMPRISE,15-1255,Web and Digital Interface Designers,UX Designer,Campbell,CA,114462.0,H-1B
FY2025Q3,S3 Design Group LLC,S3 DESIGN GROUP,27-1021,Commercial and Industrial Designers,Design Strategist,New York,NY,75000.0,H-1B
FY2025Q3,Worldwide Oilfield Machine Inc,WORLDWIDE OILFIELD MACHINE,27-1021,Commercial and Industrial Designers,Industrial Design Engineer,Houston,TX,54496.0,H-1B
FY2025Q3,TRANSOCEAN RESOURCES MANAGEMENT INC,TRANSOCEAN RESOURCES MANAGEMENT,27-1021,Commercial and Industrial Designers,MULTIMEDIA DESIGNER,BREA,CA,56000.0,H-1B
FY2025Q3,"Vectech, Inc.",VECTECH,15-1255,Web and Digital Interface Designers,UI/UX Designer,San Diego,CA,68000.0,H-1B
FY2025Q3,"Grand Supercenter, Inc.",GRAND SUPERCENTER,27-1021,Commercial and Industrial Designers,Commercial Designer,Lyndhurst,NJ,56826.0,H-1B
FY2025Q3,Southern Telecom Inc.,SOUTHERN TELECOM,27-1021,Commercial and Industrial Designers,Industrial Designer,Brooklyn,NY,70000.0,H-1B
FY2025Q3,Sprinklr Inc.,SPRINKLR,15-1255,Web and Digital Interface Designers,UX Designer,New York,NY,96096.0,H-1B
FY2025Q3,Pariah Interactive Inc,PARIAH INTERACTIVE,15-1255,Video Game Designers,Game Designer,Brooklyn,NY,74880.0,H-1B
FY2025Q3,"Chico's FAS, Inc.",CHICO'S FAS,27-1024,Graphic Designers,Graphic Designer,Santa Clara,CA,60736.0,H-1B
FY2025Q3,Siegfried's Basement LLC,SIEGFRIED'S BASEMENT,27-1021,Commercial and Industrial Designers,Computational Designer,Secaucus,NJ,56826.0,H-1B
FY2025Q3,"Slalom, Inc.",SLALOM,15-1255,Web and Digital Interface Designers,UX Design Consultant,Boston,MA,76975.35,H-1B
FY2025Q3,Katy Skelton GA LLC,KATY SKELTON GA,27-1021,Commercial and Industrial Designers,Product Design Associate - Custom Lighting ,Savannah,GA,45157.0,H-1B
FY2025Q3,"Academy, LTD",ACADEMY,15-1255,Web and Digital Interface Designers,Engineer I UI,Katy,TX,87500.0,H-1B
FY2025Q3,"Buildertrend Solutions, Inc.",BUILDERTREND SOLUTIONS,27-1021,Commercial and Industrial Designers,Product Designer,Washington,DC,59696.0,H-1B
FY2025Q3,"Prime Global Products, INC.",PRIME GLOBAL PRODUCTS,15-1255,Web and Digital Interface Designers,UX Designer,Ball Ground,GA,65000.0,H-1B
FY2025Q3,DH AMERICA HANKOOK LLC,DH AMERICA HANKOOK,27-1024,Graphic Designers,Graphic and Web Designer,Suwanee,GA,41600.0,H-1B
FY2025Q3,"B&R Global Services, LLC",B&R GLOBAL SERVICES,27-1024,Graphic Designers,Brand Graphic Designer,Las Vegas,NV,45000.0,H-1B
FY2025Q3,"DigitBridge, Inc. ",DIGITBRIDGE,15-1255,Web and Digital Interface Designers,UI/UX Developer,Monrovia,CA,60653.0,H-1B
FY2025Q3,Amazon.com Services LLC,AMAZON COM SERVICES,27-1024,Graphic Designers,UX Researcher I,Bellevue,WA,100200.0,H-1B
FY2025Q3,Chesnuff LLC,CHESNUFF,27-1024,Graphic Designers,Graphic Designer,Atlanta,GA,40601.6,H-1B
FY2025Q3,Dev Simplify LLC,DEV SIMPLIFY,15-1255,Web and Digital Interface Designers,UX/UI Designer,Jersey City,NJ,82000.0,H-1B
FY2025Q3,BASE DESIGN CORP,BASE DESIGN,27-1024,Graphic Designers,ASSOCIATE DESIGNER,New York,NY,65000.0,H-1B
FY2025Q3,"Ivy Enterprises, Inc.",IVY ENTERPRISES,27-1024,Graphic Designers,Graphic Designer,Port Washington,NY,61000.0,H-1B
FY2025Q3,"Aisera, Inc.",AISERA,15-1255,Web and Digital Interface Designers,Visual and UI Designer,Palo Alto,CA,120000.0,H-1B
FY2025Q3,"Piazza Italia, LLC",PIAZZA ITALIA,27-1024,Graphic Designers,Graphic Designer,Northbrook,IL,44000.0,H-1B
FY2025Q3,World of Pies LLC,WORLD OF PIES,27-1024,Graphic Designers,Graphic Design & Social Media Manager,Norcross,GA,52800.0,H-1B
FY2025Q3,Amazon.com Services LLC,AMAZON COM SERVICES,27-1024,Graphic Designers,UX Designer I,New York,NY,111700.0,H-1B
FY2025Q3,Ark Biotech Inc.,ARK BIOTECH,15-1255,Web and Digital Interface Designers,UI/UX Designer II,Cambridge,MA,83000.0,H-1B
FY2025Q3,Amazon.com Services LLC,AMAZON COM SERVICES,27-1024,Graphic Designers,UX Designer I,Seattle,WA,100200.0,H-1B
FY2025Q3,"Natvan, Inc.",NATVAN,27-1024,Graphic Designers,Graphic Designer,Los Angeles,CA,46800.0,H-1B
FY2025Q3,CVS Shared Services Resources LLC,CVS SHARED SERVICES RESOURCES,15-1255,Web and Digital Interface Designers,"Senior Analyst, Digital Product",Boston,MA,85000.0,H-1B
FY2025Q3,"Atlassian US, Inc.",ATLASSIAN US,15-1255,Web and Digital Interface Designers,"Product Designer, Growth",New York,NY,73382.0,H-1B
FY2025Q3,"J. ZHANG AND ASSOCIATES, P.C.",J ZHANG AND ASSOCIATES P C,15-1255,Web and Digital Interface Designers,Legal Service Design Specialist,Flushing,NY,73840.0,H-1B
FY2025Q3,"iTalk Global Communications, Inc",ITALK GLOBAL COMMUNICATIONS,27-1024,Graphic Designers,Graphic Designer,McLean,VA,53456.0,H-1B
FY2025Q3,Research Foundation of CUNY,RESEARCH FOUNDATION OF CUNY,27-1024,Graphic Designers,Communications Project Coordinator,Brooklyn,NY,52000.0,H-1B
FY2025Q3,Abbie Home Trading Inc,ABBIE HOME TRADING,27-1024,Graphic Designers,Brand Designer,Baldwin Park,CA,46508.799999999996,H-1B
FY2025Q3,"GRETEL, INC. ",GRETEL,27-1024,Graphic Designers,Junior Designer,Brooklyn,NY,51542.0,H-1B
FY2025Q3,"Populous Group, LLC",POPULOUS GROUP,27-1024,Graphic Designers,Graphic Designer I,Kansas City,MO,62004.0,H-1B
FY2025Q3,"Kore.ai, Inc. ",KORE AI,15-1255,Web and Digital Interface Designers,Associate Product Designer,Bellevue,WA,79000.0,H-1B
FY2025Q3,"Wombat Studio, Inc.",WOMBAT STUDIO,15-1255,Web and Digital Interface Designers,Product Designer,Mountain View,CA,127000.0,H-1B
FY2025Q3,Schell Games LLC,SCHELL GAMES,15-1255,Video Game Designers,3D Game Artist,Pittsburgh,PA,50710.0,H-1B
FY2025Q3,"Hebron USA, Inc.",HEBRON USA,27-1024,Graphic Designers,Graphic Designer,Los Angeles,CA,46509.0,H-1B
FY2025Q3,Ravenhill LLC,RAVENHILL,27-1021,Commercial and Industrial Designers,Design Specialist,Los Angeles,CA,62000.0,H-1B1 Singapore
FY2025Q3,Schell Games LLC,SCHELL GAMES,15-1255,Video Game Designers,3D Game Artist,Pittsburgh,PA,51000.0,H-1B
FY2025Q3,Schell Games LLC,SCHELL GAMES,15-1255,Video Game Designers,Game Designer,Pittsburgh,PA,70000.0,H-1B
FY2025Q3,FUN-GI GAMES LLC,FUN-GI GAMES,27-1024,Graphic Designers,Junior Graphic Artist,EL SEGUNDO,CA,46509.0,H-1B
FY2025Q3,"Hebron USA, Inc.",HEBRON USA,27-1024,Graphic Designers,Graphic Designer,Los Angeles,CA,46509.0,H-1B
FY2025Q3,FUN-GI GAMES LLC,FUN-GI GAMES,27-1024,Graphic Designers,Junior 3D Technical Designer,EL SEGUNDO,CA,46509.0,H-1B
FY2025Q3,University of Pittsburgh,UNIVERSITY OF PITTSBURGH,15-1255,Web and Digital Interface Designers,Web Developer,Pittsburgh,PA,63860.0,H-1B
FY2025Q3,"Broadpack Packaging Co., Ltd.",BROADPACK PACKAGING,27-1024,Graphic Designers,Graphic Designer,Irvine,CA,46509.0,H-1B
FY2025Q3,Bellevue Parfums USA LLC.,BELLEVUE PARFUMS USA,27-1021,Commercial and Industrial Designers,Packaging Designer,Fairfield,NJ,56888.0,H-1B
FY2025Q3,TikTok Inc.,TIKTOK,15-1255,Web and Digital Interface Designers,Designer,San Jose,CA,114462.0,H-1B
FY2025Q3,MSI Computer Corp.,MSI COMPUTER,15-1255,Web and Digital Interface Designers,UX Designer,City of Industry,CA,60653.0,H-1B
FY2025Q3,CODI Technologies LLC,CODI TECHNOLOGIES,15-1255,Web and Digital Interface Designers,Product Designer,Boston,MA,74880.0,H-1B1 Singapore
FY2025Q3,BioLumina Group LLC,BIOLUMINA GROUP,27-1024,Graphic Designers,Art Director,New York,NY,64350.0,H-1B
FY2025Q3,The Ohio State University,OHIO STATE UNIVERSITY,15-1255,Web and Digital Interface Designers,Enterprise Applications Developer 2,Columbus,OH,69400.0,H-1B
FY2025Q3,"Simplehuman, LLC",SIMPLEHUMAN,27-1021,Commercial and Industrial Designers,Product Lead,Torrance,CA,65000.0,H-1B1 Singapore
FY2025Q3,"Ridiculous, LLC",RIDICULOUS,15-1255,Web and Digital Interface Designers,Software Engineer,Milpitas,CA,114462.0,H-1B
FY2025Q3,"Aristocrat Technologies, Inc.",ARISTOCRAT TECHNOLOGIES,15-1255,Video Game Designers,Games Designer,Reno,NV,71250.0,H-1B
FY2025Q4,Florida A&M University,FLORIDA A&M UNIVERSITY,15-1255,Web and Digital Interface Designers,"Coordinator, Computer Applications (Content Manage",Tallahassee,FL,61983.0,H-1B
FY2025Q4,Wells Green Corporation,WELLS GREEN,27-1024,Graphic Designers,Graphic Designer ,Los Angeles,CA,48131.200000000004,H-1B
FY2025Q4,Proxima Inc,PROXIMA,27-1024,Graphic Designers,Graphic Designer,MELVILLE,NY,73320.0,H-1B
FY2025Q4,"Richard Lewis Media Group, Inc. ",RICHARD LEWIS MEDIA GROUP,27-1024,Graphic Designers,Integrated Media Designer,San Jose,CA,74500.0,H-1B
